5/3/24,4:08:28 PM,19.9,20.3, -OL, -OL
5/3/24,4:08:38 PM,20.3,20.9, -OL, -OL
5/3/24,4:08:48 PM,21,21.1, -OL, -OL
5/3/24,4:08:58 PM,21.5,21.2, -OL, -OL
5/3/24,4:09:08 PM,22,21.3, -OL, -OL
5/3/24,4:09:18 PM,22.6,21.4, -OL, -OL
5/3/24,4:09:28 PM,23,21.4, -OL, -OL
5/3/24,4:09:38 PM,23.6,21.4, -OL, -OL
5/3/24,4:09:48 PM,24.1,21.4, -OL, -OL
5/3/24,4:09:58 PM,24.4,21.4, -OL, -OL
5/3/24,4:10:08 PM,24.8,21.4, -OL, -OL
5/3/24,4:10:18 PM,25.1,21.4, -OL, -OL
5/3/24,4:10:28 PM,25.4,21.4, -OL, -OL
5/3/24,4:10:38 PM,25.8,21.3, -OL, -OL
5/3/24,4:10:48 PM,26.1,21.3, -OL, -OL
5/3/24,4:10:58 PM,26.3,21.2, -OL, -OL
5/3/24,4:11:08 PM,26.6,21.2, -OL, -OL
5/3/24,4:11:18 PM,26.8,21.1, -OL, -OL
5/3/24,4:11:28 PM,27,21.1, -OL, -OL
5/3/24,4:11:38 PM,27.3,20.9, -OL, -OL
5/3/24,4:11:48 PM,27.4,20.9, -OL, -OL
5/3/24,4:11:58 PM,27.6,20.9, -OL, -OL
5/3/24,4:12:08 PM,27.6,20.8, -OL, -OL
5/3/24,4:12:18 PM,27.7,20.8, -OL, -OL
5/3/24,4:12:28 PM,27.8,20.8, -OL, -OL
5/3/24,4:12:38 PM,28,20.8, -OL, -OL
5/3/24,4:12:48 PM,28.1,20.8, -OL, -OL
5/3/24,4:12:58 PM,28.3,20.8, -OL, -OL
5/3/24,4:13:08 PM,28.3,20.8, -OL, -OL
5/3/24,4:13:18 PM,28.4,20.8, -OL, -OL
5/3/24,4:13:28 PM,28.5,20.8, -OL, -OL
5/3/24,4:13:38 PM,28.5,20.8, -OL, -OL
5/3/24,4:13:48 PM,28.7,20.8, -OL, -OL
5/3/24,4:13:58 PM,28.7,20.8, -OL, -OL
5/3/24,4:14:08 PM,28.8,20.8, -OL, -OL
5/3/24,4:14:18 PM,28.9,20.8, -OL, -OL
5/3/24,4:14:28 PM,28.9,20.8, -OL, -OL
5/3/24,4:14:38 PM,28.9,20.8, -OL, -OL
5/3/24,4:14:48 PM,29,20.8, -OL, -OL
5/3/24,4:14:58 PM,29,20.8, -OL, -OL
5/3/24,4:15:08 PM,29,20.8, -OL, -OL
5/3/24,4:15:18 PM,29,20.8, -OL, -OL
5/3/24,4:15:28 PM,29.1,20.8, -OL, -OL
5/3/24,4:15:38 PM,29.1,20.8, -OL, -OL
5/3/24,4:15:48 PM,29.1,20.8, -OL, -OL
5/3/24,4:15:58 PM,29.1,20.8, -OL, -OL
5/3/24,4:16:08 PM,29.2,20.8, -OL, -OL
5/3/24,4:16:18 PM,29.2,20.8, -OL, -OL
5/3/24,4:16:28 PM,29.2,20.8, -OL, -OL
5/3/24,4:16:38 PM,29.2,20.8, -OL, -OL
5/3/24,4:16:48 PM,29.3,20.8, -OL, -OL
5/3/24,4:16:58 PM,29.3,20.8, -OL, -OL
5/3/24,4:17:08 PM,29.3,20.8, -OL, -OL
5/3/24,4:17:18 PM,29.3,20.8, -OL, -OL
5/3/24,4:17:28 PM,29.4,20.8, -OL, -OL
5/3/24,4:17:38 PM,29.4,20.8, -OL, -OL
5/3/24,4:17:48 PM,29.4,20.8, -OL, -OL
5/3/24,4:17:58 PM,29.4,20.8, -OL, -OL
5/3/24,4:18:08 PM,29.4,20.8, -OL, -OL
5/3/24,4:18:18 PM,29.4,20.8, -OL, -OL
